rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId
1,2,1,1,1,1,0,0,0,1,2,1,1,2,3,9,15,1
1,2,1,1,1,2,0,0,0,2,1,2,2,1,2,5,12,1
1,2,1,1,1,3,0,0,0,1,2,4,2,2,2,6,10,0
1,2,1,1,1,4,0,0,0,2,1,4,2,1,2,5,10,0
1,2,1,1,1,5,0,0,0,1,2,4,2,2,2,6,10,0
1,2,1,1,1,6,0,0,0,2,1,4,2,1,2,5,10,0
1,2,1,1,1,7,0,0,0,1,2,4,2,2,2,6,10,0
1,2,1,1,1,8,0,0,0,2,1,4,2,1,2,5,10,0
1,2,1,1,1,9,0,0,0,1,2,4,2,2,2,6,10,0
1,2,1,1,1,10,0,0,0,2,1,4,2,1,2,5,10,0
1,2,1,1,1,11,0,0,0,1,2,4,2,2,2,6,10,0
1,2,1,1,1,12,0,0,0,2,1,4,2,1,2,4,10,0
1,2,1,1,1,13,0,0,0,1,2,4,2,1,2,9,10,0
1,2,1,1,1,14,0,0,0,2,1,4,1,3,3,9,3,0
1,2,1,1,1,15,0,0,0,1,2,4,0,0,0,0,0,0
2,2,1,1,2,1,0,1,1,1,2,1,1,2,3,9,15,1
2,2,1,1,2,2,1,0,1,2,1,2,2,1,2,8,12,1
2,2,1,1,2,3,0,1,1,1,2,4,1,2,2,7,3,0
2,2,1,1,2,4,1,0,1,2,1,4,2,0,0,0,13,0
3,2,1,1,3,1,1,1,0,2,1,1,2,3,4,9,15,1
3,2,1,1,3,2,1,1,0,1,2,2,2,2,3,9,6,1
3,2,1,1,3,3,1,1,0,2,1,4,2,1,2,3,12,0
3,2,1,1,3,4,1,1,0,1,2,4,2,2,2,6,10,0
3,2,1,1,3,5,1,1,0,2,1,4,2,1,2,5,10,0
3,2,1,1,3,6,1,1,0,1,2,4,2,2,2,8,10,0
3,2,1,1,3,7,1,1,0,2,1,4,1,3,3,0,3,0
4,2,1,1,4,1,1,2,1,2,1,1,2,1,2,1,15,1
4,2,1,1,4,2,2,1,1,1,2,2,1,1,3,6,7,2
4,2,1,1,4,3,1,2,1,2,1,4,2,2,2,6,9,0
4,2,1,1,4,4,2,1,1,1,2,4,2,2,2,5,10,0
4,2,1,1,4,5,1,2,1,2,1,4,1,2,2,4,10,0
4,2,1,1,4,6,2,1,1,1,2,4,1,2,2,6,10,0
4,2,1,1,4,7,1,2,1,2,1,4,2,1,2,5,10,0
4,2,1,1,4,8,2,1,1,1,2,4,2,2,2,6,10,0
4,2,1,1,4,9,1,2,1,2,1,4,2,1,2,6,10,0
4,2,1,1,4,10,2,1,1,1,2,4,2,2,2,6,10,0
4,2,1,1,4,11,1,2,1,2,1,4,2,1,2,6,10,0
4,2,1,1,4,12,2,1,1,1,2,4,2,2,2,4,10,0
4,2,1,1,4,13,1,2,1,2,1,4,1,2,2,1,10,0
4,2,1,1,4,14,2,1,1,1,2,4,0,0,0,0,0,0
5,2,1,1,5,1,2,2,0,1,2,1,1,1,2,8,15,1
5,2,1,1,5,2,2,2,0,2,1,2,2,1,2,6,12,1
5,2,1,1,5,3,2,2,0,1,2,4,2,1,2,4,11,0
5,2,1,1,5,4,2,2,0,2,1,4,1,2,2,9,10,0
5,2,1,1,5,5,2,2,0,1,2,4,2,2,2,6,10,0
5,2,1,1,5,6,2,2,0,2,1,4,2,1,2,6,10,0
5,2,1,1,5,7,2,2,0,1,2,4,2,2,2,6,10,0
5,2,1,1,5,8,2,2,0,2,1,4,2,1,2,6,10,0
5,2,1,1,5,9,2,2,0,1,2,4,2,2,2,6,10,0
5,2,1,1,5,10,2,2,0,2,1,4,2,1,2,4,10,0
5,2,1,1,5,11,2,2,0,1,2,4,1,2,2,0,3,0
6,2,1,1,6,1,2,3,0,1,2,1,1,2,2,4,15,1
6,2,1,1,6,2,3,2,0,2,1,2,1,2,2,8,10,2
6,2,1,1,6,3,2,3,0,1,2,4,2,2,2,0,10,0
7,2,1,1,7,1,4,2,0,2,1,1,2,2,5,9,15,1
7,2,1,1,7,2,2,4,0,1,2,2,2,2,2,9,10,1
7,2,1,1,7,3,4,2,0,2,1,4,2,1,2,0,10,0
8,2,1,1,8,1,4,3,1,2,1,1,2,2,5,6,15,1
8,2,1,1,8,2,3,4,1,1,2,2,2,2,2,6,10,1
8,2,1,1,8,3,4,3,1,2,1,4,2,2,2,8,10,0
8,2,1,1,8,4,3,4,1,1,2,4,2,2,2,6,10,0
8,2,1,1,8,5,4,3,1,2,1,4,2,1,2,5,10,0
8,2,1,1,8,6,3,4,1,1,2,4,2,2,2,4,10,0
8,2,1,1,8,7,4,3,1,2,1,4,1,3,3,7,3,0
8,2,1,1,8,8,3,4,1,1,2,4,1,0,0,0,13,0
9,2,1,1,9,1,3,5,1,1,2,1,1,1,2,8,15,1
9,2,1,1,9,2,5,3,1,2,1,2,2,1,2,8,12,1
9,2,1,1,9,3,3,5,1,1,2,4,2,2,2,6,10,0
9,2,1,1,9,4,5,3,1,2,1,4,2,2,2,6,10,0
9,2,1,1,9,5,3,5,1,1,2,4,2,2,2,6,10,0
9,2,1,1,9,6,5,3,1,2,1,4,2,1,2,6,10,0
9,2,1,1,9,7,3,5,1,1,2,4,2,2,2,6,10,0
9,2,1,1,9,8,5,3,1,2,1,4,2,1,2,8,10,0
9,2,1,1,9,9,3,5,1,1,2,4,1,3,2,8,3,0
9,2,1,1,9,10,5,3,1,2,1,4,1,0,3,0,5,0
10,2,1,1,10,1,4,5,1,1,2,1,1,1,2,8,15,1
10,2,1,1,10,2,5,4,1,2,1,2,2,2,2,8,12,1
10,2,1,1,10,3,4,5,1,1,2,4,2,2,2,5,10,0
10,2,1,1,10,4,5,4,1,2,1,4,1,2,2,4,10,0
10,2,1,1,10,5,4,5,1,1,2,4,1,2,2,5,10,0
10,2,1,1,10,6,5,4,1,2,1,4,2,1,2,0,10,0
11,2,1,1,11,1,5,5,1,2,1,1,2,2,5,9,15,1
11,2,1,1,11,2,5,5,1,1,2,2,2,2,2,6,10,1
11,2,1,1,11,3,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,4,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,5,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,6,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,7,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,8,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,9,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,10,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,11,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,12,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,13,5,5,1,2,1,4,2,1,2,6,10,0
11,2,1,1,11,14,5,5,1,1,2,4,2,2,2,6,10,0
11,2,1,1,11,15,5,5,1,2,1,4,2,1,2,5,10,0
11,2,1,1,11,16,5,5,1,1,2,4,2,1,2,7,10,0
11,2,1,1,11,17,5,5,1,2,1,4,1,2,3,9,3,0
11,2,1,1,11,18,5,5,1,1,2,4,0,0,0,0,0,0
12,2,1,1,12,1,6,5,1,2,1,1,1,2,5,6,18,1
12,2,1,1,12,2,5,6,1,1,2,2,2,2,2,6,10,1
12,2,1,1,12,3,6,5,1,2,1,4,2,1,2,5,10,0
12,2,1,1,12,4,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,5,6,5,1,2,1,4,2,1,2,5,10,0
12,2,1,1,12,6,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,7,6,5,1,2,1,4,2,1,2,5,10,0
12,2,1,1,12,8,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,9,6,5,1,2,1,4,2,2,2,6,10,0
12,2,1,1,12,10,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,11,6,5,1,2,1,4,2,1,2,6,10,0
12,2,1,1,12,12,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,13,6,5,1,2,1,4,2,1,2,6,10,0
12,2,1,1,12,14,5,6,1,1,2,4,2,2,2,6,10,0
12,2,1,1,12,15,6,5,1,2,1,4,2,1,2,9,5,0
12,2,1,1,12,16,5,6,1,1,2,4,2,2,3,8,13,0
12,2,1,1,12,17,6,5,1,2,1,4,1,2,3,7,3,0
12,2,1,1,12,18,5,6,1,1,2,4,1,1,2,7,5,0
12,2,1,1,12,19,6,5,1,2,1,4,1,1,3,5,13,0
12,2,1,1,12,20,5,6,1,1,2,4,2,1,3,0,6,0
13,2,1,1,13,1,5,7,0,1,2,1,1,2,3,9,15,1
13,2,1,1,13,2,7,5,0,2,1,2,2,2,2,8,12,1
13,2,1,1,13,3,5,7,0,1,2,4,2,2,2,4,10,0
13,2,1,1,13,4,7,5,0,2,1,4,1,3,3,7,3,0
13,2,1,1,13,5,5,7,0,1,2,4,1,2,3,0,13,0
14,2,1,1,14,1,5,8,1,1,2,1,1,1,2,9,15,1
14,2,1,1,14,2,8,5,1,2,1,2,2,2,2,5,12,1
14,2,1,1,14,3,5,8,1,1,2,4,2,2,2,6,10,0
14,2,1,1,14,4,8,5,1,2,1,4,2,1,2,5,10,0
14,2,1,1,14,5,5,8,1,1,2,4,2,2,2,6,10,0
14,2,1,1,14,6,8,5,1,2,1,4,2,2,2,6,12,0
14,2,1,1,14,7,5,8,1,1,2,4,2,2,2,6,10,0
14,2,1,1,14,8,8,5,1,2,1,4,2,1,2,5,10,0
14,2,1,1,14,9,5,8,1,1,2,4,2,2,2,6,10,0
14,2,1,1,14,10,8,5,1,2,1,4,2,1,2,6,10,0
14,2,1,1,14,11,5,8,1,1,2,4,2,1,2,6,10,0
14,2,1,1,14,12,8,5,1,2,1,4,2,1,2,0,10,0
15,2,1,1,15,1,8,6,0,2,1,1,2,2,2,9,15,1
15,2,1,1,15,2,6,8,0,1,2,2,2,2,3,7,6,1
15,2,1,1,15,3,8,6,0,2,1,4,1,2,3,0,3,0
16,2,1,1,16,1,8,7,0,2,1,1,2,3,4,8,15,1
16,2,1,1,16,2,7,8,0,1,2,2,2,2,3,7,6,1
16,2,1,1,16,3,8,7,0,2,1,4,1,2,3,0,13,0
17,2,1,1,17,1,8,8,1,1,2,1,1,1,2,9,15,1
17,2,1,1,17,2,8,8,1,2,1,2,2,1,2,5,12,1
17,2,1,1,17,3,8,8,1,1,2,4,2,2,2,5,10,0
17,2,1,1,17,4,8,8,1,2,1,4,2,1,2,5,10,0
17,2,1,1,17,5,8,8,1,1,2,4,2,2,2,9,10,0
17,2,1,1,17,6,8,8,1,2,1,4,2,1,2,6,10,0
17,2,1,1,17,7,8,8,1,1,2,4,2,1,2,6,10,0
17,2,1,1,17,8,8,8,1,2,1,4,1,3,2,0,10,0
18,2,1,1,18,1,9,8,0,1,2,1,1,1,2,9,15,1
18,2,1,1,18,2,8,9,0,2,1,2,2,2,2,5,12,1
18,2,1,1,18,3,9,8,0,1,2,4,2,2,2,4,10,0
18,2,1,1,18,4,8,9,0,2,1,4,1,2,2,4,10,0
18,2,1,1,18,5,9,8,0,1,2,4,1,1,2,6,10,0
18,2,1,1,18,6,8,9,0,2,1,4,2,1,2,5,10,0
18,2,1,1,18,7,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,8,8,9,0,2,1,4,2,1,2,6,10,0
18,2,1,1,18,9,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,10,8,9,0,2,1,4,2,1,2,5,10,0
18,2,1,1,18,11,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,12,8,9,0,2,1,4,2,1,2,6,10,0
18,2,1,1,18,13,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,14,8,9,0,2,1,4,2,1,2,6,10,0
18,2,1,1,18,15,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,16,8,9,0,2,1,4,2,1,2,6,10,0
18,2,1,1,18,17,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,18,8,9,0,2,1,4,2,1,2,6,10,0
18,2,1,1,18,19,9,8,0,1,2,4,2,2,2,6,10,0
18,2,1,1,18,20,8,9,0,2,1,4,2,1,2,4,10,0
18,2,1,1,18,21,9,8,0,1,2,4,2,1,2,5,10,0
18,2,1,1,18,22,8,9,0,2,1,4,1,2,3,6,3,0
18,2,1,1,18,23,9,8,0,1,2,4,2,0,0,0,13,0
19,2,1,1,19,1,9,9,1,2,1,1,1,3,5,6,15,1
19,2,1,1,19,2,9,9,1,1,2,2,2,2,2,0,10,1
20,2,1,1,20,1,10,9,1,2,1,1,1,2,5,8,15,1
20,2,1,1,20,2,9,10,1,1,2,2,2,2,2,6,10,1
20,2,1,1,20,3,10,9,1,2,1,4,2,1,2,5,10,0
20,2,1,1,20,4,9,10,1,1,2,4,2,1,2,6,10,0
20,2,1,1,20,5,10,9,1,2,1,4,2,1,2,6,10,0
20,2,1,1,20,6,9,10,1,1,2,4,2,2,2,6,10,0
20,2,1,1,20,7,10,9,1,2,1,4,2,1,2,8,10,0
20,2,1,1,20,8,9,10,1,1,2,4,1,2,2,0,3,0
21,2,1,2,1,1,0,0,1,2,1,1,2,2,4,9,15,1
21,2,1,2,1,2,0,0,1,1,2,2,2,2,3,9,6,1
21,2,1,2,1,3,0,0,1,2,1,4,2,1,2,6,12,0
21,2,1,2,1,4,0,0,1,1,2,4,2,2,2,6,10,0
21,2,1,2,1,5,0,0,1,2,1,4,2,1,2,6,10,0
21,2,1,2,1,6,0,0,1,1,2,4,2,1,2,6,10,0
21,2,1,2,1,7,0,0,1,2,1,4,2,1,2,6,10,0
21,2,1,2,1,8,0,0,1,1,2,4,2,2,2,6,10,0
21,2,1,2,1,9,0,0,1,2,1,4,2,1,2,7,10,0
21,2,1,2,1,10,0,0,1,1,2,4,2,1,2,0,10,0
22,2,1,2,2,1,1,0,1,2,1,1,1,2,4,9,18,1
22,2,1,2,2,2,0,1,1,1,2,2,1,2,2,0,10,1
23,2,1,2,3,1,0,2,0,1,2,1,1,1,3,6,15,1
23,2,1,2,3,2,2,0,0,2,1,2,2,1,2,6,12,1
23,2,1,2,3,3,0,2,0,1,2,4,2,2,2,5,10,0
23,2,1,2,3,4,2,0,0,2,1,4,1,3,2,7,10,0
23,2,1,2,3,5,0,2,0,1,2,4,1,2,2,5,10,0
23,2,1,2,3,6,2,0,0,2,1,4,2,1,2,6,10,0
23,2,1,2,3,7,0,2,0,1,2,4,2,1,2,6,10,0
23,2,1,2,3,8,2,0,0,2,1,4,2,1,2,9,10,0
23,2,1,2,3,9,0,2,0,1,2,4,1,2,2,0,3,0
24,2,1,2,4,1,0,3,0,1,2,1,1,2,5,4,18,3
24,2,1,2,4,2,3,0,0,2,1,2,2,2,2,6,12,3
24,2,1,2,4,3,0,3,0,1,2,4,2,1,2,6,10,0
24,2,1,2,4,4,3,0,0,2,1,4,2,1,2,6,10,0
24,2,1,2,4,5,0,3,0,1,2,4,2,1,2,6,10,0
24,2,1,2,4,6,3,0,0,2,1,4,2,1,2,8,10,0
24,2,1,2,4,7,0,3,0,1,2,4,2,2,2,5,10,0
24,2,1,2,4,8,3,0,0,2,1,4,1,2,2,5,10,0
24,2,1,2,4,9,0,3,0,1,2,4,2,2,2,6,10,0
24,2,1,2,4,10,3,0,0,2,1,4,2,1,2,6,10,0
24,2,1,2,4,11,0,3,0,1,2,4,2,2,2,6,10,0
24,2,1,2,4,12,3,0,0,2,1,4,2,2,2,6,10,0
24,2,1,2,4,13,0,3,0,1,2,4,2,2,2,6,10,0
24,2,1,2,4,14,3,0,0,2,1,4,2,1,2,7,10,0
24,2,1,2,4,15,0,3,0,1,2,4,1,1,2,0,10,0
25,2,1,2,5,1,4,0,0,2,1,1,2,1,2,4,15,1
25,2,1,2,5,2,0,4,0,1,2,2,1,1,2,8,10,2
25,2,1,2,5,3,4,0,0,2,1,4,1,3,3,0,3,0
26,2,1,2,6,1,4,1,1,2,1,1,1,3,5,9,15,1
26,2,1,2,6,2,1,4,1,1,2,2,2,2,2,6,10,1
26,2,1,2,6,3,4,1,1,2,1,4,2,1,2,6,10,0
26,2,1,2,6,4,1,4,1,1,2,4,2,2,2,4,10,0
26,2,1,2,6,5,4,1,1,2,1,4,1,2,2,4,10,0
26,2,1,2,6,6,1,4,1,1,2,4,1,2,2,6,10,0
26,2,1,2,6,7,4,1,1,2,1,4,2,1,2,6,10,0
26,2,1,2,6,8,1,4,1,1,2,4,2,1,2,6,10,0
26,2,1,2,6,9,4,1,1,2,1,4,2,1,2,6,10,0
26,2,1,2,6,10,1,4,1,1,2,4,2,2,2,6,10,0
26,2,1,2,6,11,4,1,1,2,1,4,2,1,2,6,10,0
26,2,1,2,6,12,1,4,1,1,2,4,2,2,2,6,10,0
26,2,1,2,6,13,4,1,1,2,1,4,2,1,2,6,10,0
26,2,1,2,6,14,1,4,1,1,2,4,2,2,2,6,10,0
26,2,1,2,6,15,4,1,1,2,1,4,2,1,2,7,10,0
26,2,1,2,6,16,1,4,1,1,2,4,1,1,2,0,10,0
27,2,1,2,7,1,1,5,0,1,2,1,1,2,2,4,15,1
27,2,1,2,7,2,5,1,0,2,1,2,1,2,2,7,10,2
27,2,1,2,7,3,1,5,0,1,2,4,1,3,2,0,3,0
28,2,1,2,8,1,1,6,1,1,2,1,1,2,3,6,15,1
28,2,1,2,8,2,6,1,1,2,1,2,2,2,2,6,12,1
28,2,1,2,8,3,1,6,1,1,2,4,2,2,2,6,10,0
28,2,1,2,8,4,6,1,1,2,1,4,2,1,2,6,10,0
28,2,1,2,8,5,1,6,1,1,2,4,2,2,2,6,10,0
28,2,1,2,8,6,6,1,1,2,1,4,2,1,2,6,10,0
28,2,1,2,8,7,1,6,1,1,2,4,2,2,2,6,10,0
28,2,1,2,8,8,6,1,1,2,1,4,2,1,2,4,10,0
28,2,1,2,8,9,1,6,1,1,2,4,1,1,2,5,10,0
28,2,1,2,8,10,6,1,1,2,1,4,1,2,3,9,3,0
28,2,1,2,8,11,1,6,1,1,2,4,2,2,3,4,13,0
28,2,1,2,8,12,6,1,1,2,1,4,1,3,3,7,3,0
28,2,1,2,8,13,1,6,1,1,2,4,1,2,3,4,13,0
28,2,1,2,8,14,6,1,1,2,1,4,1,2,3,8,13,0
28,2,1,2,8,15,1,6,1,1,2,4,2,2,3,8,6,0
28,2,1,2,8,16,6,1,1,2,1,4,2,0,0,0,13,0
29,2,1,2,9,1,6,2,0,2,1,1,2,1,2,9,15,1
29,2,1,2,9,2,2,6,0,1,2,2,2,1,2,6,10,1
29,2,1,2,9,3,6,2,0,2,1,4,2,2,2,6,12,0
29,2,1,2,9,4,2,6,0,1,2,4,2,2,2,4,10,0
29,2,1,2,9,5,6,2,0,2,1,4,1,2,2,7,10,0
29,2,1,2,9,6,2,6,0,1,2,4,1,2,2,2,10,0
29,2,1,2,9,7,6,2,0,2,1,4,1,1,2,0,10,0
30,2,1,2,10,1,6,3,1,2,1,1,2,2,2,9,15,1
30,2,1,2,10,2,3,6,1,1,2,2,2,2,3,7,6,1
30,2,1,2,10,3,6,3,1,2,1,4,1,2,3,7,5,0
30,2,1,2,10,4,3,6,1,1,2,4,1,2,3,7,5,0
30,2,1,2,10,5,6,3,1,2,1,4,1,2,3,9,3,0
30,2,1,2,10,6,3,6,1,1,2,4,2,1,3,0,6,0
31,2,1,2,11,1,3,7,0,1,2,1,1,2,3,9,15,1
31,2,1,2,11,2,7,3,0,2,1,2,2,2,2,9,12,1
31,2,1,2,11,3,3,7,0,1,2,4,2,2,2,5,10,0
31,2,1,2,11,4,7,3,0,2,1,4,2,1,2,6,10,0
31,2,1,2,11,5,3,7,0,1,2,4,2,2,2,6,10,0
31,2,1,2,11,6,7,3,0,2,1,4,2,1,2,9,10,0
31,2,1,2,11,7,3,7,0,1,2,4,2,2,2,6,10,0
31,2,1,2,11,8,7,3,0,2,1,4,2,1,2,6,10,0
31,2,1,2,11,9,3,7,0,1,2,4,2,2,2,6,10,0
31,2,1,2,11,10,7,3,0,2,1,4,2,1,2,4,10,0
31,2,1,2,11,11,3,7,0,1,2,4,1,2,2,8,3,0
31,2,1,2,11,12,7,3,0,2,1,4,1,2,1,8,5,0
31,2,1,2,11,13,3,7,0,1,2,4,2,2,3,0,6,0
32,2,1,2,12,1,3,8,1,1,2,1,1,2,3,9,15,1
32,2,1,2,12,2,8,3,1,2,1,2,2,2,2,9,12,1
32,2,1,2,12,3,3,8,1,1,2,4,2,2,2,5,10,0
32,2,1,2,12,4,8,3,1,2,1,4,2,1,2,6,10,0
32,2,1,2,12,5,3,8,1,1,2,4,2,2,2,6,10,0
32,2,1,2,12,6,8,3,1,2,1,4,2,1,2,6,10,0
32,2,1,2,12,7,3,8,1,1,2,4,2,2,2,6,10,0
32,2,1,2,12,8,8,3,1,2,1,4,2,1,2,6,10,0
32,2,1,2,12,9,3,8,1,1,2,4,2,2,2,9,10,0
32,2,1,2,12,10,8,3,1,2,1,4,2,1,2,6,10,0
32,2,1,2,12,11,3,8,1,1,2,4,2,2,2,6,10,0
32,2,1,2,12,12,8,3,1,2,1,4,2,1,2,6,10,0
32,2,1,2,12,13,3,8,1,1,2,4,1,2,2,9,3,0
32,2,1,2,12,14,8,3,1,2,1,4,2,2,2,0,13,0
33,2,1,2,13,1,8,4,1,2,1,1,1,2,5,5,18,1
33,2,1,2,13,2,4,8,1,1,2,2,2,2,2,8,10,2
33,2,1,2,13,3,8,4,1,2,1,4,2,1,4,5,10,0
33,2,1,2,13,4,4,8,1,1,2,4,2,1,2,6,10,0
33,2,1,2,13,5,8,4,1,2,1,4,2,1,2,6,10,0
33,2,1,2,13,6,4,8,1,1,2,4,2,2,2,0,10,0
34,2,1,2,14,1,9,4,1,2,1,1,1,3,5,9,18,1
34,2,1,2,14,2,4,9,1,1,2,2,2,2,2,7,10,1
34,2,1,2,14,3,9,4,1,2,1,4,1,3,2,8,10,0
34,2,1,2,14,4,4,9,1,1,2,4,2,2,2,5,10,0
34,2,1,2,14,5,9,4,1,2,1,4,2,1,2,6,10,0
34,2,1,2,14,6,4,9,1,1,2,4,2,2,2,6,10,0
34,2,1,2,14,7,9,4,1,2,1,4,2,1,2,6,10,0
34,2,1,2,14,8,4,9,1,1,2,4,2,1,2,6,10,0
34,2,1,2,14,9,9,4,1,2,1,4,2,1,2,7,10,0
34,2,1,2,14,10,4,9,1,1,2,4,1,2,3,0,5,0
35,2,1,2,15,1,4,10,0,1,2,1,1,2,5,6,15,1
35,2,1,2,15,2,10,4,0,2,1,2,2,2,2,5,12,1
35,2,1,2,15,3,4,10,0,1,2,4,2,2,2,6,10,0
35,2,1,2,15,4,10,4,0,2,1,4,2,1,2,6,10,0
35,2,1,2,15,5,4,10,0,1,2,4,2,2,2,5,10,0
35,2,1,2,15,6,10,4,0,2,1,4,2,1,2,6,10,0
35,2,1,2,15,7,4,10,0,1,2,4,2,2,2,6,10,0
35,2,1,2,15,8,10,4,0,2,1,4,2,1,2,6,10,0
35,2,1,2,15,9,4,10,0,1,2,4,2,2,2,6,10,0
35,2,1,2,15,10,10,4,0,2,1,4,2,1,4,7,10,0
35,2,1,2,15,11,4,10,0,1,2,4,1,2,2,7,3,0
35,2,1,2,15,12,10,4,0,2,1,4,1,2,3,9,5,0
35,2,1,2,15,13,4,10,0,1,2,4,2,2,3,0,13,0
36,2,1,3,1,1,0,0,0,1,2,1,1,2,2,4,15,1
36,2,1,3,1,2,0,0,0,2,1,2,1,3,2,4,10,3
36,2,1,3,1,3,0,0,0,1,2,4,2,2,2,6,10,0
36,2,1,3,1,4,0,0,0,2,1,4,2,1,2,5,10,0
36,2,1,3,1,5,0,0,0,1,2,4,2,2,3,0,6,0
37,2,1,3,2,1,0,1,0,1,2,1,1,2,3,9,15,1
37,2,1,3,2,2,1,0,0,2,1,2,2,1,2,6,12,1
37,2,1,3,2,3,0,1,0,1,2,4,2,2,2,6,10,0
37,2,1,3,2,4,1,0,0,2,1,4,2,1,2,8,10,0
37,2,1,3,2,5,0,1,0,1,2,4,2,1,2,6,10,0
37,2,1,3,2,6,1,0,0,2,1,4,2,1,4,7,10,0
